Archivo,Centroide Espectral,Ancho de Banda Espectral,Roloff Espectral,Flatness Espectral,Magnitud Promedio Fourier,ZCR Promedio,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Tipo de Voz
DAFNE-REAL-MUJER_05_shift.wav,1504.4053411688976,1789.009839614392,2966.892386364731,0.004164146,0.26881698,0.06810033306681566,-319.0294,118.61718,13.726101,21.713032,5.348913,12.415763,-18.233276,5.0974026,-13.196413,-4.421241,-8.450871,-4.4032164,-7.1930633,-9.455047,-2.1125882,-9.3111725,-6.1654053,-5.2135158,-6.72601,-4.9398465,real
DAFNE-REAL-MUJER_06.wav,1175.7897201488768,1483.5420227537957,2289.494496153489,0.0021183833,0.26459023,0.05218511045029737,-337.74033,126.153435,13.869142,18.099092,3.6276193,3.5616915,-10.040966,-4.929952,-13.618569,-6.500573,-6.813409,-0.08068081,-2.6751387,-8.453898,1.9224417,-6.454713,-3.9485989,-3.0293384,-5.4834275,-2.7852623,real
DAFNE-REAL-MUJER_06_noise.wav,3958.9493603373085,3179.2353316160415,8074.118749834059,0.16477636,0.56743854,0.25795272010407816,-171.54082,36.158417,15.39373,9.661614,0.7332324,0.6506469,-7.450898,-5.199963,-9.564106,-4.4017835,-5.863132,-0.6857348,-5.230245,-1.4847206,-3.9963775,-0.6623246,-4.765568,-0.7567672,-4.84264,-1.0867406,real
DAFNE-REAL-MUJER_06_pitch.wav,1226.6950565009734,1552.3444255522284,2391.2969675120803,0.0023894678,0.17539628,0.05492479556074766,-378.32755,127.64274,10.124507,18.353922,2.0946789,2.1962485,-12.399143,-5.93158,-15.113925,-5.136564,-7.3041234,1.2854843,-5.874456,-6.7247005,0.76111543,-9.02863,-2.8009682,-4.7764378,-4.834601,-3.6773648,real
DAFNE-REAL-MUJER_06_shift.wav,1176.3421541547914,1483.3210842267767,2289.078285133018,0.0021254292,0.26456335,0.05219527433358114,-338.67502,127.21256,13.387654,18.32543,3.4705875,3.7234046,-10.188391,-4.803195,-13.736741,-6.405796,-6.889989,-0.048107825,-2.658554,-8.522285,1.9644326,-6.4873238,-3.9592552,-3.026629,-5.4861712,-2.7631035,real
DAFNE-REAL-MUJER_07.wav,1054.0667704112334,1245.7571465745123,1864.4470734734348,0.0012675213,0.24171396,0.05217663636605622,-357.8411,122.97987,8.690068,24.801504,11.941757,-5.164561,-13.097182,-12.530816,-16.404806,-2.9583175,-15.406154,-1.4103694,-8.902259,-4.7125196,3.197042,-9.731474,-1.9400076,-1.6974046,-6.8866696,-5.266844,real
DAFNE-REAL-MUJER_07_noise.wav,2911.874122728342,2795.2124545243832,5947.254270589331,0.071560696,0.2944462,0.15386016689735946,-272.47562,68.21671,11.822387,16.430157,8.37211,-1.1505566,-12.565057,-10.4108715,-13.672881,-5.68291,-10.783905,-2.2314103,-7.5777764,-1.8346978,-2.1586661,-4.3289742,-5.702023,-0.11080353,-7.4379606,-2.7227771,real
DAFNE-REAL-MUJER_07_pitch.wav,1114.9915068699172,1321.9603424018012,1972.0947473581239,0.001493865,0.1614336,0.05748243185689949,-388.43365,115.242096,7.588922,23.245396,9.878069,-8.899779,-14.300182,-14.691306,-14.38508,-4.5768223,-14.439969,0.053486552,-9.869437,-0.7000359,-0.29597646,-9.900201,-0.20077515,-3.8867354,-7.5570173,-3.8637533,real
DAFNE-REAL-MUJER_07_shift.wav,1056.9701411340031,1247.8031365819081,1870.4906769058773,0.00128784,0.24234828,0.05220491841460818,-357.3627,123.045074,8.537939,24.78359,11.884619,-5.186558,-13.119952,-12.478149,-16.417173,-2.906265,-15.37888,-1.3508245,-8.882359,-4.7142887,3.1861835,-9.73995,-1.9485679,-1.706805,-6.883683,-5.258318,real
DAFNE-REAL-MUJER_09.wav,1414.3638327110868,1765.7626763195249,2953.128636136968,0.003968088,0.3287343,0.058169822602689124,-295.18704,122.75376,19.174913,36.893303,-0.62348986,11.845133,-6.4247146,0.77911925,-10.018693,0.30235863,-7.5590243,-3.7389922,-5.5992413,-7.2698164,-4.33308,-9.016934,-4.312754,-4.0312524,-8.3182955,-5.906101,real
DAFNE-REAL-MUJER_09_noise.wav,2013.863884663039,2445.978088068302,4421.077127659574,0.02094107,0.34548545,0.07696547632239953,-268.29175,100.020996,25.662613,31.796034,3.1667562,9.395921,-4.719526,0.03929441,-8.973104,-0.5661735,-7.446745,-3.1337059,-6.8535614,-5.465047,-6.258694,-6.792369,-6.088954,-3.0282915,-9.195707,-4.79925,real
DAFNE-REAL-MUJER_09_pitch.wav,1497.112986706494,1850.6576289890365,3134.9327574384974,0.0044229226,0.21338831,0.06372272320109339,-334.97443,120.3786,18.641027,35.14117,-1.9263662,11.167459,-8.017927,0.09843618,-10.893026,0.7820002,-9.092031,-2.5679593,-7.684397,-6.126869,-5.8537674,-8.497579,-3.396735,-5.8973107,-8.679156,-4.674416,real
DAFNE-REAL-MUJER_09_shift.wav,1412.59175296363,1765.004202841905,2949.7815720578456,0.0036482213,0.3287496,0.05803245742833924,-295.16217,122.8041,19.198156,36.918934,-0.61140054,11.860498,-6.42171,0.78494745,-10.0155525,0.31133556,-7.5556645,-3.738395,-5.602794,-7.2709904,-4.333417,-9.016779,-4.3138804,-4.0292277,-8.311321,-5.8967223,real
JESUS-ARTIFICIAL-HOMBRE_28.wav,2410.74163582455,2203.39096255937,4338.465432559743,0.12223215,0.47585917,0.13724113913143382,-286.88184,72.48141,18.167202,18.96553,21.689804,6.4867096,-4.485855,0.81934166,-19.671194,1.2429657,-12.670815,2.0527053,-2.865596,-9.88681,-9.444986,0.8459686,-8.386187,-2.8758678,-4.4155455,-1.5221175,artificial
JESUS-ARTIFICIAL-HOMBRE_28_noise.wav,3070.0245474082317,2578.2511685139143,5567.457167681526,0.089117154,0.48727635,0.21448974609375,-256.6201,63.17508,18.91535,19.981365,18.15054,8.854755,-5.5589056,-0.0057389764,-16.848734,-1.0469856,-10.796364,1.5444372,-4.3382807,-7.8654866,-10.162461,1.0878813,-8.0907545,-3.1667702,-4.166659,-1.5255967,artificial
JESUS-ARTIFICIAL-HOMBRE_28_pitch.wav,2509.154250038449,2279.979592469325,4570.264030905331,0.10481068,0.3167827,0.146356201171875,-322.2547,70.436676,18.767086,19.66887,21.55558,2.8645742,-4.910214,-3.3789787,-18.89736,1.4825622,-12.348429,3.4830236,-6.900418,-10.647006,-6.4601398,-0.028229523,-9.425803,-1.1764038,-4.298827,-1.8272793,artificial
JESUS-ARTIFICIAL-HOMBRE_28_shift.wav,2411.687469154047,2207.0306724695943,4354.83700022978,0.121735446,0.47588137,0.1374630198759191,-286.2546,72.50017,18.13078,18.897434,21.65652,6.5234814,-4.5038576,0.7851656,-19.670128,1.2714092,-12.659461,1.9844897,-2.8362954,-9.875571,-9.4537945,0.82577306,-8.35121,-2.9280784,-4.391368,-1.5436963,artificial
JESUS-ARTIFICIAL-HOMBRE_29.wav,2285.817557008284,2252.9891350937264,4198.576280263874,0.123051934,0.45209622,0.1280231994695321,-296.64874,79.93459,17.95169,16.424091,23.517126,-0.17041133,-3.597293,-3.9250033,-19.134556,1.1658154,-12.982922,3.6104908,-7.1953907,-10.727737,-6.7441587,-0.944365,-9.484993,0.07005638,-6.2307343,-2.6311626,artificial
JESUS-ARTIFICIAL-HOMBRE_29_noise.wav,3659.3170586957817,3009.635363143422,7433.6940229911925,0.12646191,0.5860176,0.2454280085350925,-187.9509,42.672665,20.683088,18.20848,11.478161,7.637138,-5.3266826,-2.7516935,-11.228677,-3.749875,-7.501139,-0.84133285,-7.625624,-5.3656263,-6.491873,-0.76405454,-6.9121413,-1.1646559,-4.4368124,-2.3511727,artificial
JESUS-ARTIFICIAL-HOMBRE_29_pitch.wav,2347.812782447484,2313.9699904362014,4336.193130376938,0.10465642,0.30391452,0.12904864322633297,-327.9239,77.59682,18.538317,17.35491,23.193233,-3.215377,-3.3190305,-8.057083,-16.899183,0.17925264,-11.465821,3.3705084,-10.519738,-10.270348,-4.251469,-2.6232748,-8.204342,0.5528307,-6.7431493,-2.8491771,artificial
JESUS-ARTIFICIAL-HOMBRE_29_shift.wav,2277.6488286271533,2247.200237164153,4182.110057743641,0.123363525,0.45207357,0.12846259946273123,-296.58185,79.86872,17.995274,16.449324,23.511501,-0.1386143,-3.596221,-3.9056747,-19.112988,1.1622671,-12.960175,3.6226091,-7.1979394,-10.723359,-6.756646,-0.9445884,-9.4879055,0.06537761,-6.2352304,-2.6265988,artificial
JESUS-ARTIFICIAL-HOMBRE_30.wav,2424.3855218941753,2271.9391661905106,4423.843037713435,0.13763057,0.4479039,0.13984811265034364,-302.12357,70.50166,9.987412,8.56051,13.687288,-9.321111,-5.148771,-13.49229,-18.073692,-13.385341,-12.51915,-11.819465,-8.394581,-15.391803,-2.280027,-7.9263525,-15.4886265,-2.38766,-10.826922,-5.5977607,artificial
JESUS-ARTIFICIAL-HOMBRE_30_noise.wav,3611.144435764356,2986.446846190267,7272.617363683956,0.117993906,0.54567486,0.2407641853253866,-203.07883,42.041393,17.49411,12.413914,7.613283,2.0498765,-6.5856466,-7.2185807,-13.381427,-9.738315,-9.835765,-6.013909,-9.316055,-6.2027516,-4.157507,-3.9676895,-9.29842,-2.3432312,-5.873509,-2.8682325,artificial
JESUS-ARTIFICIAL-HOMBRE_30_pitch.wav,2435.382702682437,2270.7591210703963,4452.729718709729,0.11212814,0.2923432,0.13736182144007733,-332.85184,70.25455,10.648318,11.524646,12.624947,-9.169632,-6.047907,-14.742755,-17.895426,-11.378259,-11.73239,-9.540071,-8.846417,-12.176692,0.5588059,-11.906003,-10.475381,-1.5445542,-9.323591,-3.540846,artificial
JESUS-ARTIFICIAL-HOMBRE_30_shift.wav,2435.7061118286797,2286.8179889780235,4459.074983891753,0.13785574,0.44789615,0.13975960118664088,-301.52737,70.48448,9.953205,8.557692,13.699964,-9.309274,-5.1397023,-13.491384,-18.054401,-13.396559,-12.520833,-11.861624,-8.408277,-15.393404,-2.2534082,-7.9468493,-15.4865265,-2.3887367,-10.8348255,-5.6068606,artificial
JESUS-ARTIFICIAL-HOMBRE_31.wav,2129.020597352523,1949.136203780236,3783.415928171642,0.121260636,0.45417815,0.11894871346393035,-296.23425,82.06235,1.10899,21.478577,8.085435,-2.9101746,-10.866923,-7.5367427,-17.464218,-2.7699568,-10.065153,-2.8900735,-7.284562,-7.3369303,-9.301193,2.7181597,-14.9664345,-1.0416276,-4.8660855,-5.9886956,artificial
JESUS-ARTIFICIAL-HOMBRE_31_noise.wav,2754.075804741499,2304.386073078188,4851.353887301772,0.0863143,0.4600894,0.19376344190505804,-271.38538,75.61515,3.1131098,20.597141,7.4612308,-2.32317,-11.050529,-7.2632985,-17.003208,-2.8293695,-10.209346,-2.4826527,-7.659508,-6.8675747,-9.249772,2.2544153,-14.352859,-1.2117012,-4.765773,-5.723009,artificial
JESUS-ARTIFICIAL-HOMBRE_31_pitch.wav,2215.2951987697265,2029.8679584248928,3975.6881486124066,0.10420602,0.3037975,0.12631301500310946,-326.05225,79.58167,2.7288055,21.343128,7.309972,-5.635616,-10.343903,-9.732858,-15.656334,-2.4479473,-9.591541,-3.0855756,-7.1909804,-8.19371,-4.925115,0.11865968,-14.125677,1.9180422,-6.963096,-7.083842,artificial
JESUS-ARTIFICIAL-HOMBRE_31_shift.wav,2126.380018990365,1947.436575921093,3780.7912342583954,0.12134304,0.45418534,0.11919730773217248,-296.05658,81.99224,1.0670356,21.504932,8.05928,-2.9233518,-10.85253,-7.544248,-17.459105,-2.7786067,-10.083066,-2.8997333,-7.2953205,-7.34147,-9.293453,2.6993253,-14.975416,-1.0450846,-4.8767986,-5.9804406,artificial
JESUS-ARTIFICIAL-HOMBRE_32.wav,2078.48027243465,1943.391631313936,3766.51611328125,0.13134779,0.41855946,0.12333697646804836,-303.173,85.939766,3.4783826,18.958124,10.028203,-2.5024533,-2.823207,-5.836209,-13.827961,-7.7724323,-10.567597,-15.892322,-4.836779,-12.6821375,-2.3200643,-6.1056933,-8.6537895,-4.037101,-4.436813,-5.799415,artificial
JESUS-ARTIFICIAL-HOMBRE_32_noise.wav,3456.908147387726,2935.375214996432,6987.059534893135,0.12143793,0.5396125,0.23856924317249567,-195.099,47.398785,16.69245,15.420764,6.9053044,4.749477,-4.560428,-3.0743306,-9.74395,-6.2291083,-9.613885,-7.838061,-8.306472,-4.809033,-4.9439545,-2.2206247,-6.8485637,-1.9271871,-3.5566313,-2.836554,artificial
JESUS-ARTIFICIAL-HOMBRE_32_pitch.wav,2125.690617497461,1985.030627532957,3898.7091538819623,0.11041831,0.28028977,0.12372954109995682,-335.22992,85.46464,3.837121,21.036846,8.388867,-1.9930716,-4.3429904,-6.251377,-14.716801,-5.91932,-12.685178,-12.440266,-4.6449842,-10.176179,0.41972688,-7.0823736,-5.7336397,-2.7997444,-3.3201132,-7.3322024,artificial
JESUS-ARTIFICIAL-HOMBRE_32_shift.wav,2077.12554016765,1944.2154050050417,3765.112178189767,0.13132748,0.4185579,0.12342004331282383,-303.193,85.944626,3.4695504,18.95704,10.029356,-2.503685,-2.821794,-5.8358736,-13.829427,-7.7712893,-10.56817,-15.8967495,-4.835167,-12.68037,-2.3215292,-6.105935,-8.653735,-4.0354505,-4.437859,-5.796974,artificial
JESUS-ARTIFICIAL-HOMBRE_33.wav,2144.4265356306246,2070.093153002639,3875.37158203125,0.113393605,0.44828874,0.12069940476190476,-300.34387,85.962776,9.02461,23.042936,20.156086,-11.696376,-2.8526368,-9.427621,-19.613356,-8.63033,-16.19392,-4.769773,-6.7112074,-11.013097,-2.1631436,-5.832898,-9.31075,-3.2207134,-8.126525,-2.749047,artificial
JESUS-ARTIFICIAL-HOMBRE_33_noise.wav,3486.0270844539396,2978.804534696059,7175.34521484375,0.109714806,0.57517934,0.22809384300595237,-191.71854,45.320446,21.232708,20.446785,10.56148,2.602666,-6.768527,-4.7022,-12.474991,-8.068534,-9.828871,-3.5294902,-6.5383396,-3.5320246,-4.772632,-0.6069074,-7.463702,-1.3891513,-4.166326,-2.6353297,artificial
JESUS-ARTIFICIAL-HOMBRE_33_pitch.wav,2184.4903752924365,2105.962556268922,3997.65966796875,0.09521255,0.29624468,0.12444940476190476,-331.31174,84.155075,10.207319,25.518288,18.467688,-11.975173,-2.0970786,-12.0463705,-17.874256,-8.317722,-13.340468,-2.01647,-6.892726,-8.607864,-0.044038273,-7.3038425,-6.057794,-3.438643,-5.853535,-6.120086,artificial
JESUS-ARTIFICIAL-HOMBRE_33_shift.wav,2148.940325268907,2071.688614073797,3876.95068359375,0.112385914,0.44821972,0.11997721354166667,-300.66647,86.056755,9.057969,23.072786,20.183008,-11.713592,-2.8293824,-9.415402,-19.616018,-8.583134,-16.18543,-4.7531614,-6.718606,-11.000811,-2.167074,-5.838747,-9.314903,-3.219517,-8.165457,-2.7265365,artificial
JESUS-ARTIFICIAL-HOMBRE_34.wav,2051.461586042423,1965.9881391220026,3695.9277463134167,0.119596496,0.4307106,0.11205835816524043,-300.25717,83.985535,11.746802,23.609701,13.3489485,9.167293,-2.7473443,5.2545543,-17.482834,-8.881458,-8.640146,-4.8428783,-6.0850782,-4.3058543,-1.4827148,0.41562063,-10.4461775,0.40822282,-4.7392583,-7.9862595,artificial
JESUS-ARTIFICIAL-HOMBRE_34_noise.wav,3298.5560344844534,2875.999688938117,6679.820732732273,0.10252085,0.52012753,0.21408168105643846,-207.66028,50.642654,20.769255,19.226137,11.275417,8.975642,-1.9416447,1.0610769,-11.90108,-7.8446317,-8.809786,-2.4075606,-7.6021776,-2.3072088,-3.1651306,-0.7980942,-7.9242134,-0.5187487,-5.1463194,-4.93334,artificial
JESUS-ARTIFICIAL-HOMBRE_34_pitch.wav,2136.2454589112467,2036.504678614811,3892.508165877139,0.10368817,0.28502834,0.11840919799307253,-334.48895,81.520386,12.420883,23.480661,12.846384,6.441076,-4.023289,1.371403,-20.008005,-7.3238463,-8.743734,-3.9999793,-6.4923778,-3.1562152,-0.51686335,-2.6857026,-9.704252,1.9316986,-8.386788,-7.3972363,artificial
JESUS-ARTIFICIAL-HOMBRE_34_shift.wav,2048.7177339750906,1964.3450636704436,3692.9969843558983,0.11942123,0.43070766,0.11202095112571313,-300.19223,83.973,11.739581,23.601368,13.3418455,9.170822,-2.7328632,5.2509937,-17.482395,-8.870492,-8.632743,-4.842954,-6.080101,-4.298283,-1.4741864,0.42523915,-10.458649,0.4046205,-4.7431154,-7.9961033,artificial
JESUS-ARTIFICIAL-HOMBRE_35.wav,1831.3118581911956,1820.0048803279594,3289.3160748679884,0.10121907,0.3770706,0.10395690410751385,-326.2844,100.56242,10.768348,25.554071,17.880947,-5.3766346,4.4888396,-4.5209007,-11.114008,-0.1334454,-11.990305,1.0142463,-10.031182,-7.352208,-5.019569,-5.192524,-11.493808,-4.010074,-6.1928277,-8.277647,artificial
JESUS-ARTIFICIAL-HOMBRE_35_noise.wav,3268.8444995784976,2920.628897818997,6735.120677155471,0.099247105,0.48465,0.21187585212517313,-213.01874,50.812057,23.558592,19.449356,9.140318,6.0287232,-3.1787548,-0.5397842,-8.072692,-3.6373096,-7.130939,-1.4908984,-7.720795,-4.4249473,-5.975803,-3.4304125,-9.315784,-3.613442,-6.503334,-5.9206514,artificial
JESUS-ARTIFICIAL-HOMBRE_35_pitch.wav,1879.825848968476,1883.5589086086995,3417.37451104246,0.08346902,0.25397414,0.10330496072108726,-358.20737,99.010864,11.766343,27.109861,15.819974,-5.743043,4.229716,-7.426709,-9.675643,-1.4202836,-11.117251,0.7599757,-11.929995,-5.7639956,-5.0038567,-6.6881723,-10.779226,-2.497841,-8.263045,-8.709316,artificial
JESUS-ARTIFICIAL-HOMBRE_35_shift.wav,1829.540893546701,1825.7359629785055,3304.5265092083623,0.10022155,0.3770598,0.10395859483206371,-326.80286,100.70618,10.725152,25.667366,17.87876,-5.4009943,4.4841266,-4.5452147,-11.1185465,-0.09707839,-12.0477295,1.0149792,-10.090509,-7.3480945,-5.003801,-5.19659,-11.494655,-4.0268683,-6.200939,-8.293845,artificial
JESUS-ARTIFICIAL-HOMBRE_36.wav,1434.2158405820876,1722.524807756818,2571.5469398340247,0.043711282,0.41658124,0.07117681859439834,-308.8876,131.50917,24.844282,21.854773,32.07639,14.942509,-7.3631907,-3.3253996,-10.657351,-3.3203242,-5.7013836,-3.6665854,3.157101,-2.4837246,-4.4065804,9.681266,-11.82277,-0.3456006,-1.5636692,-5.304247,artificial
JESUS-ARTIFICIAL-HOMBRE_36_noise.wav,3027.7711722430827,3007.31452127399,6833.235886443205,0.07471792,0.57854503,0.17879076439315353,-182.99915,61.046097,30.686813,25.097248,15.91338,15.1066,-2.6385214,-5.193574,-8.058429,-2.9478796,-7.373628,-0.41850156,-3.0411594,0.65266526,-2.204747,1.2830805,-4.544829,-1.6218224,-4.5615826,-1.6670977,artificial
JESUS-ARTIFICIAL-HOMBRE_36_pitch.wav,1508.0031431119376,1847.4201677572182,2834.7434396071058,0.02434633,0.2929679,0.07572249416493776,-323.24838,131.50941,23.524822,23.143862,29.410147,10.8762665,-11.240777,-7.532514,-11.379612,-3.4070292,-6.925926,-1.816511,2.894771,-4.7458534,-0.44458506,4.7704,-13.053553,1.8464265,-5.058747,-5.8049636,artificial
JESUS-ARTIFICIAL-HOMBRE_36_shift.wav,1424.4866131635179,1713.8193254168127,2551.5416112876037,0.0434546,0.41722304,0.07094382131742738,-307.53607,131.06123,24.92489,21.95835,31.84736,15.011434,-7.2217064,-3.560109,-10.519193,-3.4810336,-5.7327294,-3.5339115,3.0131023,-2.4449408,-4.3196354,9.409458,-11.613191,-0.44185787,-1.5594447,-5.232913,artificial
JESUS-ARTIFICIAL-HOMBRE_37.wav,1904.001214647012,1909.2741520209584,3305.839877511884,0.15152563,0.44067466,0.09623065444036301,-294.67004,89.56478,6.5538964,12.991391,14.769731,-5.691017,-7.8533163,-5.9271045,-12.451572,-8.422323,-11.584224,0.947518,-12.713559,-0.35675475,-0.2892021,-5.901504,-6.1779613,2.608087,-8.846231,0.009566047,artificial
JESUS-ARTIFICIAL-HOMBRE_37_noise.wav,2910.786771328228,2601.7493213733824,5364.624403258697,0.089099966,0.47342905,0.20188256266205704,-234.68253,70.5156,11.136653,12.8988085,10.267976,-1.6455417,-10.661986,-4.8211074,-12.257276,-8.80729,-9.6583805,-0.9417367,-11.262407,-0.33650956,-2.2798264,-4.084556,-6.670458,1.8994045,-7.246585,-1.256871,artificial
JESUS-ARTIFICIAL-HOMBRE_37_pitch.wav,1995.7022577686687,2063.702690678423,3636.682561480391,0.12460731,0.31370908,0.11012535787597234,-308.98914,92.13178,6.119541,11.798812,12.134716,-10.04458,-10.350023,-9.028048,-13.413282,-9.858952,-9.547803,-0.42284966,-13.268643,2.2228277,-3.2788458,-8.148012,-3.639083,0.7217137,-9.064686,0.4545241,artificial
JESUS-ARTIFICIAL-HOMBRE_37_shift.wav,1897.6788909745128,1907.901526069519,3301.4662364277224,0.14999424,0.44059968,0.09622010385155574,-293.19397,89.578804,6.449278,12.865906,14.723901,-5.6405644,-7.8370247,-5.8499165,-12.370618,-8.477286,-11.5439415,0.90641534,-12.705022,-0.44898015,-0.296367,-5.930319,-6.135373,2.5607355,-8.785889,0.012861748,artificial
JESUS-ARTIFICIAL-HOMBRE_38.wav,1863.3102743632287,1937.9761540084628,3386.505736745245,0.11890194,0.42011213,0.08969516212190651,-292.37616,91.65618,7.2996197,16.31427,15.82468,6.314731,-21.648272,-1.892052,-20.462042,-10.059674,-9.131756,-5.9940214,-7.0915985,-5.540472,-2.8406546,-0.6629898,-10.509356,-3.5810685,-1.6845341,-5.010382,artificial
JESUS-ARTIFICIAL-HOMBRE_38_noise.wav,2437.850248601941,2280.8847147961874,4392.102375257791,0.068100855,0.42398095,0.1565937213565536,-278.73303,87.4032,8.128161,16.02358,15.420738,5.8498445,-20.841892,-2.466666,-19.999432,-9.860576,-9.422725,-5.581882,-7.6872387,-4.997486,-3.4155362,-0.36737347,-10.764032,-3.1047268,-2.2349892,-4.458296,artificial
JESUS-ARTIFICIAL-HOMBRE_38_pitch.wav,1917.7945966041636,2063.6301094258883,3620.7459335257217,0.089045264,0.2968861,0.09857105006874427,-308.9843,94.23119,6.588536,14.973932,15.032292,-0.2068491,-24.889952,-4.3746834,-23.877563,-8.312548,-10.109584,-5.2844896,-7.9640336,-4.0028296,-2.594132,-3.3956642,-12.1245575,0.018009007,-3.753084,-5.6484265,artificial
JESUS-ARTIFICIAL-HOMBRE_38_shift.wav,1865.5004939144242,1942.4992670849522,3379.4299775148947,0.118671894,0.4200072,0.08983032338450962,-292.97073,91.7402,7.293324,16.329111,15.779303,6.31937,-21.68532,-1.8058041,-20.508074,-10.021215,-9.154568,-5.9819136,-7.118413,-5.475458,-2.8315833,-0.64204913,-10.487933,-3.5328405,-1.7290124,-5.0382495,artificial
JESUS-ARTIFICIAL-HOMBRE_39.wav,1522.0973044733123,1765.1515797071622,2788.900477449659,0.045936383,0.40439758,0.07218094946632922,-307.17596,122.191376,11.845889,18.950495,18.973991,6.121298,-16.459743,-0.135653,-11.669521,-3.3148658,-9.456824,-1.9021579,2.7718234,-5.505682,-7.491197,11.604082,-12.903322,-5.485416,1.7364427,-8.281871,artificial
JESUS-ARTIFICIAL-HOMBRE_39_noise.wav,2942.9342533861395,2864.449189203659,6244.06972535899,0.079037786,0.5184103,0.18507750605193662,-200.4009,65.32883,19.816967,16.217863,10.468439,5.664884,-10.162166,-5.6113043,-8.328384,-4.662704,-8.873527,0.080131985,-2.2519014,-2.5327158,-3.9219816,2.6856685,-7.0003467,-3.9222188,-4.2189384,-2.7555757,artificial
JESUS-ARTIFICIAL-HOMBRE_39_pitch.wav,1607.1564935973954,1882.3102774103968,3044.3039800079778,0.025542358,0.28580368,0.07657247194102113,-321.66754,124.41103,8.332461,17.678932,17.038479,0.42118716,-19.467678,-3.1742773,-13.6998415,-3.2031653,-10.065695,0.44784662,2.2562702,-7.9807696,-2.316085,7.9235806,-18.621792,0.010909215,-2.3272924,-10.146684,artificial
JESUS-ARTIFICIAL-HOMBRE_39_shift.wav,1517.6464704504383,1761.6075590922449,2781.1477661132812,0.044661175,0.4043267,0.07198881767165492,-307.7454,122.358055,11.80499,18.991812,18.953768,6.2146163,-16.452265,-0.07786152,-11.77885,-3.2757478,-9.466067,-1.9032872,2.7545183,-5.517609,-7.541198,11.6774025,-12.960585,-5.485207,1.7373325,-8.250667,artificial
JESUS-ARTIFICIAL-HOMBRE_40.wav,1811.5899436803368,1834.0027831020689,3193.297294055629,0.10471068,0.44879645,0.09439783334912813,-285.09116,111.949936,-0.6166938,14.952021,18.11757,-3.452334,-6.6295347,-1.1276075,-19.702915,-5.523872,-10.092043,-4.610516,-4.1288886,-2.7517123,-2.5721993,2.6962414,-14.914604,2.724997,-6.067089,-3.796656,artificial
JESUS-ARTIFICIAL-HOMBRE_40_noise.wav,2702.391051578477,2585.76018407847,5162.434439265068,0.08072171,0.501021,0.17770587033263835,-215.49619,78.48817,9.792518,13.570735,11.431931,1.237089,-7.6540556,-4.1594768,-14.59062,-7.887265,-9.386322,-2.8051975,-6.700742,-1.0968984,-3.1461039,-0.09566945,-10.241196,-0.6485509,-4.68312,-3.0548697,artificial
JESUS-ARTIFICIAL-HOMBRE_40_pitch.wav,1870.969943678149,1972.902714184534,3468.9924932773406,0.060609877,0.31472647,0.11157763338703564,-301.43835,113.46162,-3.1545901,14.937655,15.23965,-8.82435,-8.198377,-5.977434,-20.73707,-5.0652237,-10.199492,-4.055154,-3.6211407,-3.2966776,-1.2712644,-2.7518063,-14.674138,4.754777,-9.488335,-1.7472588,artificial
JESUS-ARTIFICIAL-HOMBRE_40_shift.wav,1799.0410824534029,1834.9964732638202,3181.6980970728296,0.10461516,0.44881278,0.09401801791129644,-284.47394,111.92774,-0.5590612,14.942824,18.069633,-3.4735231,-6.5877986,-1.1912434,-19.670923,-5.564224,-10.034014,-4.584039,-4.131162,-2.722285,-2.5228093,2.655039,-14.907654,2.6900249,-6.0725384,-3.828379,artificial
JESUS-ARTIFICIAL-HOMBRE_41.wav,1797.4246456237076,1853.8691729226298,3304.8243460762205,0.103737265,0.44775745,0.0883717996702547,-291.83884,97.8398,2.200385,32.504383,20.536596,-1.4061419,2.2930584,-1.40513,-19.8461,-0.45975596,-21.38287,4.4864674,-2.3772979,-9.887904,0.515041,4.6179748,-14.738596,0.0007976118,-3.4896362,-5.8480935,artificial
JESUS-ARTIFICIAL-HOMBRE_41_noise.wav,3377.140730172931,2950.7134175947,6964.861664503108,0.111318976,0.6120577,0.21381448036688902,-174.33679,50.921185,12.9504175,21.561274,11.542885,4.392574,-2.3076851,-2.5158033,-10.968709,-5.892391,-10.638264,-0.5800458,-4.8207946,-5.1843834,-2.9460104,2.086982,-9.184107,-2.115155,-3.2431374,-3.3495448,artificial
JESUS-ARTIFICIAL-HOMBRE_41_pitch.wav,1893.4647076735712,1980.063878086945,3538.823274759324,0.07597893,0.31283945,0.10322307080048514,-304.22968,98.73433,0.2323279,33.201694,17.48286,-6.347969,1.2406309,-8.135046,-20.089705,-2.1868198,-20.211082,7.623259,-6.7162957,-8.529724,3.216409,-1.2396508,-15.507328,3.1263206,-6.8393707,-5.59315,artificial
